experiment,participant_id,item_index,nll_base,nll_ours,delta_log_likelihood
Dymarska2025_associations,2,193,6.046875,6.859375,-0.8125
Dymarska2025_associations,2,194,3.7890625,3.78125,0.0078125
Dymarska2025_associations,2,195,4.816253662109375,4.214599609375,0.601654052734375
Dymarska2025_associations,2,196,3.89453125,3.9091796875,-0.0146484375
Dymarska2025_associations,2,197,8.45751953125,7.8564453125,0.60107421875
Dymarska2025_associations,2,198,7.859375,7.03125,0.828125
Dymarska2025_associations,2,199,7.71875,6.875,0.84375
Dymarska2025_associations,3,0,12.828125,15.960693359375,-3.132568359375
Dymarska2025_associations,3,1,9.398193359375,9.898193359375,-0.5
Dymarska2025_associations,3,2,3.78125,2.09375,1.6875
Dymarska2025_associations,3,3,8.171875,4.03125,4.140625
Dymarska2025_associations,3,4,7.19921875,7.06640625,0.1328125
Dymarska2025_associations,3,5,6.015625,5.65625,0.359375
Dymarska2025_associations,3,6,6.046875,4.0625,1.984375
Dymarska2025_associations,3,7,8.023284912109375,6.515380859375,1.507904052734375
Dymarska2025_associations,3,8,5.90625,5.4375,0.46875
Dymarska2025_associations,3,9,5.8115234375,5.780517578125,0.031005859375
Dymarska2025_associations,3,10,6.75,6.0234375,0.7265625
